TEAM,GAME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,ELO
1,1,39,81,0.481,7,21,0.333,18,27,0.667,10,36,46,20,10,6,15,24,1509
1,2,34,77,0.442,12,26,0.462,18,21,0.857,8,34,42,21,7,3,17,28,1516
1,3,49,76,0.645,7,19,0.368,14,22,0.636,7,31,38,32,20,2,20,21,1527
1,4,41,68,0.603,6,10,0.6,18,25,0.72,8,31,39,30,8,6,18,20,1536
1,5,36,79,0.456,10,19,0.526,30,35,0.857,12,37,49,27,9,3,11,24,1549
1,6,31,73,0.425,6,21,0.286,33,44,0.75,7,35,42,17,12,8,13,24,1565
1,7,33,71,0.465,3,12,0.25,22,31,0.71,10,32,42,21,15,7,14,28,1572
1,8,35,71,0.493,5,14,0.357,17,18,0.944,5,35,40,29,5,2,18,22,1574
1,9,40,75,0.533,4,16,0.25,18,26,0.692,9,32,41,17,6,2,19,33,1569
1,10,38,79,0.481,7,21,0.333,22,28,0.786,12,40,52,26,9,7,17,18,1576
1,11,39,77,0.506,8,17,0.471,21,28,0.75,6,36,42,31,7,2,12,13,1583
1,12,34,78,0.436,6,18,0.333,22,28,0.786,9,25,34,22,4,4,13,18,1587
1,13,37,86,0.43,10,25,0.4,20,29,0.69,10,30,40,26,8,7,12,22,1582
1,14,37,79,0.468,12,22,0.545,18,25,0.72,11,40,51,27,7,6,6,24,1586
1,15,29,73,0.397,10,22,0.455,27,34,0.794,12,28,40,17,15,0,17,17,1590
1,16,27,72,0.375,2,14,0.143,24,32,0.75,11,40,51,15,11,4,15,19,1593
1,17,40,76,0.526,10,22,0.455,23,26,0.885,9,23,32,22,10,3,11,18,1597
1,18,39,74,0.527,9,21,0.429,25,30,0.833,8,36,44,29,9,5,20,21,1605
1,19,33,64,0.516,7,23,0.304,19,22,0.864,7,38,45,22,5,9,17,20,1612
1,20,27,69,0.391,6,22,0.273,30,32,0.938,11,22,33,16,10,3,8,18,1614
1,21,35,75,0.467,8,20,0.4,26,30,0.867,11,30,41,19,12,3,13,14,1617
1,22,37,75,0.493,7,18,0.389,9,16,0.563,4,31,35,18,8,5,9,19,1633
1,23,34,69,0.493,4,14,0.286,13,21,0.619,10,27,37,18,9,3,15,18,1625
1,24,31,70,0.443,12,26,0.462,33,42,0.786,8,38,46,25,12,4,22,26,1628
1,25,38,73,0.521,8,19,0.421,19,24,0.792,6,32,38,24,7,5,14,24,1633
1,26,31,76,0.408,11,22,0.5,16,22,0.727,16,29,45,19,11,4,17,20,1642
1,27,34,86,0.395,9,19,0.474,27,36,0.75,14,28,42,21,4,3,4,15,1645
1,28,37,80,0.463,10,21,0.476,20,26,0.769,14,27,41,22,10,1,11,19,1651
1,29,37,80,0.463,7,22,0.318,29,39,0.744,10,39,49,17,11,4,16,30,1669
1,30,41,77,0.532,4,16,0.25,11,19,0.579,7,27,34,27,8,5,12,20,1670
1,31,36,78,0.462,6,16,0.375,22,25,0.88,7,36,43,22,9,1,14,21,1670
1,32,31,74,0.419,4,16,0.25,26,33,0.788,15,35,50,14,4,4,13,27,1686
1,33,30,72,0.417,4,20,0.2,19,24,0.792,10,30,40,19,7,6,17,24,1650
1,34,34,71,0.479,5,17,0.294,13,21,0.619,5,39,44,18,8,7,15,18,1658
1,35,26,63,0.413,9,25,0.36,17,23,0.739,7,23,30,21,13,9,19,23,1647
1,36,31,74,0.419,5,20,0.25,16,22,0.727,11,26,37,17,4,7,14,22,1632
1,37,34,78,0.436,7,26,0.269,25,38,0.658,13,28,41,20,5,4,8,24,1636
1,38,43,73,0.589,14,22,0.636,16,21,0.762,10,20,30,31,6,6,16,29,1639
1,39,41,75,0.547,4,11,0.364,23,29,0.793,11,31,42,18,10,1,15,22,1646
1,40,44,89,0.494,7,21,0.333,17,22,0.773,16,23,39,30,11,5,12,19,1631
1,41,29,69,0.42,4,16,0.25,25,30,0.833,12,35,47,17,7,7,23,17,1631
1,42,35,84,0.417,7,18,0.389,16,18,0.889,13,25,38,14,11,2,11,23,1626
1,43,40,78,0.513,10,21,0.476,27,35,0.771,10,41,51,22,12,5,14,27,1630
1,44,33,77,0.429,5,11,0.455,25,29,0.862,12,25,37,13,6,3,8,25,1634
1,45,42,74,0.568,9,18,0.5,20,22,0.909,7,22,29,21,8,2,19,29,1630
1,46,42,79,0.532,8,16,0.5,19,25,0.76,10,30,40,24,10,5,19,29,1631
1,47,34,74,0.459,6,16,0.375,14,17,0.824,5,31,36,21,6,8,15,15,1631
1,48,33,71,0.465,9,23,0.391,23,34,0.676,10,36,46,24,9,0,14,19,1637
1,49,35,83,0.422,10,28,0.357,24,29,0.828,8,34,42,20,10,6,8,23,1641
1,50,38,75,0.507,7,21,0.333,28,36,0.778,10,29,39,29,6,6,15,25,1641
1,51,44,99,0.444,11,33,0.333,19,28,0.679,14,33,47,19,8,6,13,33,1634
1,52,37,77,0.481,11,23,0.478,32,46,0.696,8,29,37,24,8,3,15,28,1630
1,53,30,78,0.385,4,17,0.235,13,16,0.813,8,24,32,14,13,5,20,27,1625
1,54,44,76,0.579,14,21,0.667,10,15,0.667,10,27,37,25,6,1,17,26,1634
1,55,38,69,0.551,8,18,0.444,20,25,0.8,3,34,37,22,10,8,13,22,1645
1,56,34,65,0.523,4,12,0.333,20,29,0.69,5,32,37,27,10,2,19,25,1647
1,57,41,86,0.477,9,19,0.474,17,21,0.81,12,32,44,33,9,5,16,20,1648
1,58,37,83,0.446,7,21,0.333,17,21,0.81,12,36,48,26,9,7,13,22,1649
1,59,35,76,0.461,3,8,0.375,17,24,0.708,10,40,50,23,2,5,11,20,1657
1,60,36,79,0.456,6,18,0.333,38,43,0.884,12,43,55,23,9,9,20,26,1659
1,61,47,81,0.58,15,30,0.5,10,15,0.667,11,34,45,31,5,6,14,28,1665
1,62,37,78,0.474,9,23,0.391,17,21,0.81,13,37,50,24,4,6,14,30,1674
1,63,45,89,0.506,5,11,0.455,16,24,0.667,10,36,46,31,7,7,10,17,1675
1,64,32,66,0.485,3,15,0.2,25,34,0.735,11,18,29,20,6,7,14,25,1653
1,65,41,79,0.519,4,14,0.286,13,19,0.684,12,30,42,28,7,1,10,21,1662
1,66,34,73,0.466,3,11,0.273,22,25,0.88,10,30,40,13,9,6,14,24,1669
1,67,38,88,0.432,3,12,0.25,15,17,0.882,15,30,45,18,10,4,11,19,1693
1,68,30,87,0.345,4,16,0.25,30,35,0.857,12,37,49,16,10,9,8,21,1699
1,69,41,74,0.554,7,21,0.333,17,22,0.773,11,33,44,21,4,2,20,26,1693
1,70,34,75,0.453,7,20,0.35,15,20,0.75,6,28,34,28,8,5,15,28,1672
1,71,45,86,0.523,5,13,0.385,22,28,0.786,17,24,41,27,10,4,14,21,1683
1,72,44,74,0.595,4,16,0.25,20,22,0.909,2,38,40,26,2,3,6,24,1693
1,73,32,83,0.386,7,27,0.259,17,22,0.773,22,32,54,23,13,4,14,25,1693
1,74,35,71,0.493,14,25,0.56,22,28,0.786,11,34,45,24,7,8,19,26,1698
1,75,35,79,0.443,6,24,0.25,16,21,0.762,12,39,51,27,9,3,18,24,1699
1,76,34,78,0.436,6,17,0.353,27,34,0.794,15,39,54,14,13,5,13,18,1706
1,77,36,73,0.493,7,22,0.318,28,39,0.718,8,34,42,21,11,3,23,28,1708
1,78,34,76,0.447,13,30,0.433,14,21,0.667,14,32,46,24,6,4,20,21,1689
1,79,44,87,0.506,10,20,0.5,4,5,0.8,11,35,46,33,6,4,13,24,1690
1,80,34,72,0.472,5,12,0.417,26,29,0.897,8,31,39,21,7,6,12,23,1697
1,81,37,77,0.481,7,16,0.438,18,26,0.692,9,34,43,13,7,5,14,20,1698
1,82,37,82,0.451,8,15,0.533,23,30,0.767,12,32,44,22,10,6,13,24,1699
2,1,43,86,0.5,4,11,0.364,15,23,0.652,15,27,42,29,10,3,13,27,1507
2,2,43,88,0.489,4,11,0.364,17,25,0.68,12,33,45,30,12,7,17,31,1517
2,3,44,80,0.55,7,14,0.5,22,29,0.759,8,24,32,28,13,3,14,26,1521
2,4,41,79,0.519,9,15,0.6,15,19,0.789,12,31,43,32,5,5,18,21,1495
2,5,40,81,0.494,6,21,0.286,24,30,0.8,11,23,34,24,6,4,9,25,1497
2,6,35,89,0.393,8,21,0.381,10,19,0.526,19,25,44,24,8,2,19,32,1500
2,7,43,77,0.558,8,12,0.667,19,25,0.76,13,22,35,30,10,3,14,20,1509
2,8,45,87,0.517,4,10,0.4,15,17,0.882,13,24,37,31,11,5,18,23,1516
2,9,42,93,0.452,3,12,0.25,21,26,0.808,12,38,50,16,6,14,13,25,1501
2,10,41,92,0.446,1,8,0.125,20,28,0.714,17,34,51,23,8,1,12,34,1484
2,11,31,76,0.408,6,13,0.462,22,33,0.667,13,39,52,18,5,5,13,25,1480
2,12,32,74,0.432,3,18,0.167,25,43,0.581,15,29,44,25,11,3,12,32,1489
2,13,45,82,0.549,3,10,0.3,14,18,0.778,4,22,26,28,12,1,11,24,1485
2,14,40,87,0.46,3,13,0.231,11,16,0.688,16,30,46,27,13,3,15,22,1481
2,15,39,83,0.47,2,12,0.167,24,29,0.828,14,32,46,19,14,3,18,23,1477
2,16,37,84,0.44,5,12,0.417,22,27,0.815,16,32,48,28,8,2,9,22,1486
2,17,42,80,0.525,7,14,0.5,15,19,0.789,12,34,46,23,7,3,11,25,1506
2,18,47,81,0.58,6,10,0.6,18,26,0.692,15,25,40,22,7,2,7,26,1500
2,19,44,86,0.512,8,21,0.381,16,22,0.727,18,31,49,22,6,5,15,19,1513
2,20,50,84,0.595,9,17,0.529,18,24,0.75,13,26,39,29,6,7,14,21,1505
2,21,39,90,0.433,6,14,0.429,24,32,0.75,22,35,57,24,11,7,14,18,1514
2,22,48,84,0.571,4,12,0.333,23,33,0.697,10,31,41,28,10,6,16,29,1508
2,23,42,82,0.512,2,6,0.333,28,31,0.903,15,31,46,26,9,3,17,16,1512
2,24,43,88,0.489,11,19,0.579,16,17,0.941,14,28,42,25,7,6,11,15,1513
2,25,42,81,0.519,7,14,0.5,9,14,0.643,13,28,41,22,13,6,11,22,1527
2,26,38,87,0.437,6,13,0.462,15,24,0.625,17,30,47,19,6,4,14,25,1536
2,27,42,87,0.483,9,17,0.529,27,35,0.771,16,30,46,24,9,6,13,23,1552
2,28,36,85,0.424,6,17,0.353,17,22,0.773,20,30,50,17,9,3,20,17,1554
2,29,43,95,0.453,4,17,0.235,10,12,0.833,18,32,50,30,11,2,13,23,1566
2,30,49,91,0.538,4,10,0.4,15,17,0.882,14,26,40,29,6,3,11,19,1554
2,31,45,85,0.529,4,12,0.333,19,25,0.76,20,31,51,27,9,3,19,26,1560
2,32,44,74,0.595,9,15,0.6,16,23,0.696,11,37,48,27,7,5,23,19,1580
2,33,45,96,0.469,9,16,0.563,21,22,0.955,19,30,49,28,11,6,10,17,1566
2,34,41,88,0.466,7,18,0.389,27,30,0.9,16,30,46,26,10,2,14,24,1560
2,35,50,94,0.532,7,21,0.333,9,17,0.529,23,29,52,33,9,2,13,17,1560
2,36,34,78,0.436,10,21,0.476,14,26,0.538,17,21,38,17,4,4,13,11,1555
2,37,40,76,0.526,14,22,0.636,17,21,0.81,14,23,37,24,4,4,14,20,1546
2,38,38,88,0.432,8,23,0.348,15,19,0.789,21,27,48,23,14,2,15,17,1536
2,39,42,86,0.488,7,15,0.467,13,19,0.684,16,30,46,31,7,3,15,25,1538
2,40,36,83,0.434,7,17,0.412,23,37,0.622,19,30,49,26,9,3,21,30,1546
2,41,35,83,0.422,6,19,0.316,17,25,0.68,21,29,50,26,9,8,20,23,1548
2,42,32,79,0.405,12,27,0.444,22,28,0.786,21,30,51,14,11,0,21,20,1541
2,43,37,73,0.507,7,13,0.538,24,28,0.857,13,27,40,23,12,4,16,18,1531
2,44,45,82,0.549,6,15,0.4,3,9,0.333,15,28,43,29,8,6,14,19,1523
2,45,37,93,0.398,7,23,0.304,18,22,0.818,12,27,39,26,8,4,7,22,1532
2,46,37,84,0.44,1,12,0.083,21,32,0.656,12,22,34,28,13,4,10,28,1546
2,47,38,84,0.452,4,13,0.308,19,27,0.704,20,22,42,26,10,3,11,23,1541
2,48,39,74,0.527,8,14,0.571,25,32,0.781,12,32,44,22,8,3,17,22,1546
2,49,39,98,0.398,9,20,0.45,25,33,0.758,20,27,47,19,11,4,10,27,1541
2,50,39,79,0.494,12,24,0.5,13,16,0.813,14,29,43,27,6,2,14,20,1537
2,51,42,86,0.488,8,16,0.5,18,24,0.75,17,29,46,20,11,4,11,24,1531
2,52,39,84,0.464,6,12,0.5,18,27,0.667,22,31,53,27,8,3,11,17,1547
2,53,38,79,0.481,7,16,0.438,13,16,0.813,15,30,45,23,5,7,12,15,1542
2,54,36,86,0.419,5,18,0.278,27,31,0.871,13,31,44,20,7,0,14,28,1554
2,55,40,90,0.444,13,27,0.481,18,22,0.818,15,30,45,27,7,4,8,17,1571
2,56,43,92,0.467,7,20,0.35,27,30,0.9,17,30,47,28,10,3,11,14,1573
2,57,46,89,0.517,11,20,0.55,7,10,0.7,14,31,45,25,14,4,23,20,1580
2,58,42,84,0.5,4,16,0.25,19,25,0.76,15,38,53,32,13,8,16,14,1585
2,59,41,74,0.554,10,15,0.667,23,34,0.676,15,24,39,33,12,9,22,20,1587
2,60,41,91,0.451,5,24,0.208,15,23,0.652,16,30,46,25,12,4,9,20,1593
2,61,28,76,0.368,5,13,0.385,11,13,0.846,13,27,40,17,6,3,20,19,1623
2,62,40,83,0.482,3,11,0.273,20,27,0.741,13,28,41,18,12,5,15,19,1627
2,63,47,90,0.522,7,16,0.438,7,8,0.875,15,25,40,30,11,5,11,17,1630
2,64,37,89,0.416,7,19,0.368,16,19,0.842,15,32,47,20,5,9,8,25,1623
2,65,38,86,0.442,5,18,0.278,17,25,0.68,10,33,43,26,8,3,6,27,1616
2,66,28,67,0.418,3,15,0.2,30,37,0.811,7,33,40,20,11,6,14,24,1622
2,67,38,74,0.514,4,15,0.267,27,35,0.771,12,45,57,22,5,6,15,27,1631
2,68,43,86,0.5,6,18,0.333,16,23,0.696,16,26,42,24,6,7,12,15,1637
2,69,45,83,0.542,8,16,0.5,13,20,0.65,12,31,43,32,9,7,14,28,1648
2,70,36,80,0.45,6,14,0.429,28,35,0.8,19,27,46,19,10,3,14,15,1650
2,71,38,81,0.469,8,18,0.444,26,38,0.684,14,31,45,23,12,5,12,25,1636
2,72,34,81,0.42,4,18,0.222,28,34,0.824,15,26,41,22,12,5,14,28,1638
2,73,47,86,0.547,13,20,0.65,19,24,0.792,14,33,47,38,8,2,17,23,1617
2,74,32,79,0.405,8,20,0.4,18,21,0.857,10,26,36,17,9,5,10,20,1610
2,75,37,87,0.425,6,18,0.333,17,28,0.607,23,27,50,21,8,2,8,24,1598
2,76,42,89,0.472,6,18,0.333,23,35,0.657,26,26,52,23,8,4,17,18,1588
2,77,45,83,0.542,9,25,0.36,13,14,0.929,14,24,38,28,11,5,12,22,1589
2,78,34,70,0.486,11,20,0.55,19,24,0.792,12,30,42,26,13,2,10,14,1575
2,79,33,85,0.388,4,18,0.222,16,23,0.696,18,34,52,21,4,3,13,16,1569
2,80,43,87,0.494,11,23,0.478,13,17,0.765,13,40,53,28,12,3,18,19,1584
2,81,40,90,0.444,11,25,0.44,8,13,0.615,22,26,48,27,10,6,19,31,1575
2,82,41,89,0.461,4,13,0.308,17,23,0.739,12,34,46,17,7,4,9,24,1567
3,1,42,74,0.568,1,13,0.077,22,32,0.688,8,29,37,28,7,8,19,23,1513
3,2,44,93,0.473,10,24,0.417,17,20,0.85,14,34,48,29,13,3,16,20,1525
3,3,37,86,0.43,7,20,0.35,15,20,0.75,21,35,56,26,10,8,19,18,1534
3,4,38,88,0.432,6,19,0.316,24,32,0.75,19,30,49,20,9,3,11,19,1543
3,5,36,73,0.493,9,24,0.375,17,21,0.81,12,34,46,25,8,2,10,17,1561
3,6,43,90,0.478,3,14,0.214,15,25,0.6,13,28,41,28,10,4,15,21,1565
3,7,39,90,0.433,7,24,0.292,12,17,0.706,15,33,48,28,8,3,11,19,1571
3,8,36,80,0.45,3,7,0.429,28,36,0.778,10,38,48,25,6,3,7,21,1581
3,9,46,83,0.554,7,16,0.438,11,14,0.786,14,31,45,29,9,3,20,16,1600
3,10,41,81,0.506,7,17,0.412,8,10,0.8,9,35,44,34,2,4,10,20,1607
3,11,45,92,0.489,9,20,0.45,14,22,0.636,16,33,49,28,8,9,17,25,1610
3,12,40,81,0.494,2,11,0.182,28,47,0.596,15,31,46,21,8,6,14,25,1619
3,13,37,82,0.451,8,24,0.333,18,21,0.857,11,30,41,17,4,3,11,23,1617
3,14,29,76,0.382,3,12,0.25,27,35,0.771,14,31,45,14,6,6,13,16,1622
3,15,45,90,0.5,8,14,0.571,18,23,0.783,19,36,55,28,5,2,16,20,1627
3,16,38,85,0.447,7,13,0.538,14,20,0.7,11,30,41,29,8,4,10,17,1629
3,17,41,81,0.506,4,6,0.667,21,29,0.724,11,19,30,27,10,1,13,28,1634
3,18,52,95,0.547,3,9,0.333,7,10,0.7,15,28,43,40,10,1,10,16,1636
3,19,33,79,0.418,5,15,0.333,9,11,0.818,15,29,44,17,3,3,10,19,1629
3,20,37,88,0.42,10,24,0.417,5,9,0.556,10,28,38,27,8,7,12,22,1615
3,21,40,79,0.506,5,12,0.417,18,23,0.783,12,28,40,29,11,3,14,18,1617
3,22,40,81,0.494,9,22,0.409,24,33,0.727,11,38,49,25,13,3,19,19,1623
3,23,32,90,0.356,6,21,0.286,17,23,0.739,19,30,49,22,10,6,10,17,1624
3,24,45,101,0.446,11,23,0.478,28,36,0.778,24,32,56,27,11,4,12,25,1629
3,25,38,90,0.422,7,20,0.35,10,12,0.833,21,30,51,16,8,6,9,18,1644
3,26,43,91,0.473,9,21,0.429,16,20,0.8,14,24,38,24,13,5,12,23,1646
3,27,44,90,0.489,8,18,0.444,17,20,0.85,15,34,49,21,11,4,11,13,1648
3,28,38,88,0.432,8,26,0.308,11,19,0.579,24,27,51,30,10,2,11,17,1659
3,29,39,85,0.459,6,19,0.316,19,25,0.76,17,24,41,19,7,5,11,28,1652
3,30,34,65,0.523,7,14,0.5,27,37,0.73,12,27,39,20,8,1,16,24,1654
3,31,29,86,0.337,6,22,0.273,17,25,0.68,19,35,54,18,6,2,10,18,1655
3,32,44,82,0.537,3,11,0.273,19,25,0.76,19,33,52,30,9,3,12,15,1657
3,33,40,87,0.46,10,27,0.37,12,18,0.667,18,27,45,25,9,3,8,19,1665
3,34,47,93,0.505,4,14,0.286,18,27,0.667,21,24,45,25,13,1,8,21,1675
3,35,45,92,0.489,11,22,0.5,9,14,0.643,14,39,53,29,7,5,8,20,1693
3,36,38,88,0.432,8,20,0.4,24,28,0.857,19,21,40,23,11,1,10,19,1694
3,37,48,93,0.516,6,16,0.375,10,15,0.667,18,29,47,32,4,5,9,14,1698
3,38,44,79,0.557,4,13,0.308,8,11,0.727,8,30,38,33,14,6,11,17,1702
3,39,33,91,0.363,4,23,0.174,16,18,0.889,19,31,50,21,7,5,12,18,1696
3,40,34,76,0.447,8,25,0.32,12,16,0.75,12,30,42,23,11,1,19,9,1699
3,41,30,71,0.423,4,13,0.308,23,26,0.885,19,30,49,21,5,1,22,17,1713
3,42,47,84,0.56,7,13,0.538,9,12,0.75,5,23,28,36,11,1,12,17,1714
3,43,46,83,0.554,2,8,0.25,17,23,0.739,15,24,39,30,17,2,20,12,1715
3,44,42,81,0.519,5,19,0.263,22,28,0.786,10,29,39,24,10,5,12,20,1720
3,45,48,90,0.533,7,18,0.389,12,15,0.8,16,30,46,27,13,2,13,21,1726
3,46,35,73,0.479,5,15,0.333,16,19,0.842,9,25,34,23,9,3,13,29,1736
3,47,32,75,0.427,3,12,0.25,21,29,0.724,11,22,33,18,5,6,7,20,1739
3,48,35,81,0.432,8,19,0.421,12,18,0.667,10,23,33,30,4,7,12,21,1727
3,49,41,82,0.5,5,15,0.333,16,21,0.762,16,27,43,26,9,2,14,21,1728
3,50,37,82,0.451,6,18,0.333,9,17,0.529,14,31,45,15,7,4,16,14,1733
3,51,45,90,0.5,8,20,0.4,12,15,0.8,21,32,53,36,12,7,15,20,1736
3,52,53,98,0.541,10,21,0.476,18,23,0.783,20,21,41,42,11,2,7,22,1737
3,53,39,74,0.527,8,13,0.615,17,25,0.68,11,28,39,21,8,1,15,19,1740
3,54,42,85,0.494,11,26,0.423,25,32,0.781,16,38,54,32,15,1,16,18,1742
3,55,46,99,0.465,8,17,0.471,16,17,0.941,28,32,60,33,9,3,14,16,1745
3,56,25,76,0.329,1,14,0.071,19,24,0.792,17,31,48,12,6,3,11,15,1738
3,57,45,85,0.529,10,17,0.588,26,38,0.684,15,35,50,32,11,5,14,21,1740
3,58,41,84,0.488,7,17,0.412,19,25,0.76,15,32,47,30,10,2,14,20,1741
3,59,42,103,0.408,9,24,0.375,18,23,0.783,26,38,64,33,16,9,11,13,1742
3,60,34,72,0.472,4,13,0.308,32,39,0.821,15,35,50,26,9,5,18,23,1743
3,61,32,79,0.405,4,18,0.222,25,32,0.781,15,25,40,15,6,0,11,28,1737
3,62,49,91,0.538,2,15,0.133,17,20,0.85,16,35,51,29,8,5,17,23,1738
3,63,40,87,0.46,8,15,0.533,20,25,0.8,17,30,47,29,11,4,13,27,1739
3,64,37,95,0.389,6,20,0.3,18,22,0.818,23,27,50,25,5,7,12,19,1729
3,65,44,82,0.537,5,12,0.417,6,12,0.5,13,31,44,33,12,6,14,18,1737
3,66,33,83,0.398,4,15,0.267,19,26,0.731,20,34,54,21,7,5,20,24,1739
3,67,40,78,0.513,5,8,0.625,32,36,0.889,14,31,45,26,6,5,14,23,1747
3,68,40,85,0.471,7,23,0.304,16,19,0.842,16,41,57,30,5,1,15,26,1753
3,69,38,86,0.442,5,15,0.333,13,15,0.867,20,28,48,29,8,3,12,17,1753
3,70,40,84,0.476,3,11,0.273,13,19,0.684,15,29,44,26,8,6,14,15,1756
3,71,45,90,0.5,11,24,0.458,10,13,0.769,13,23,36,31,9,4,10,16,1756
3,72,43,77,0.558,5,13,0.385,20,29,0.69,8,36,44,25,11,8,24,19,1756
3,73,43,83,0.518,4,13,0.308,12,16,0.75,7,22,29,27,6,2,11,20,1741
3,74,31,64,0.484,3,13,0.231,19,30,0.633,8,29,37,22,7,9,8,16,1743
3,75,39,71,0.549,10,19,0.526,22,31,0.71,12,26,38,21,9,3,15,21,1750
3,76,53,107,0.495,12,22,0.545,10,16,0.625,28,38,66,36,11,12,16,26,1751
3,77,30,76,0.395,6,15,0.4,20,25,0.8,17,31,48,14,13,2,16,24,1755
3,78,37,88,0.42,9,17,0.529,22,28,0.786,14,23,37,19,9,4,10,16,1760
3,79,38,83,0.458,4,13,0.308,11,16,0.688,14,27,41,26,2,1,10,13,1747
3,80,48,96,0.5,12,29,0.414,9,12,0.75,13,37,50,44,8,11,9,22,1748
3,81,38,81,0.469,7,15,0.467,9,14,0.643,10,28,38,24,4,2,18,26,1742
3,82,40,75,0.533,4,11,0.364,17,24,0.708,5,29,34,31,9,7,14,22,1730
4,1,38,94,0.404,9,29,0.31,10,17,0.588,11,39,50,26,5,7,10,21,1496
4,2,41,84,0.488,13,29,0.448,11,17,0.647,12,42,54,29,7,2,19,25,1526
4,3,39,86,0.453,6,25,0.24,18,21,0.857,14,35,49,25,4,4,11,19,1530
4,4,42,81,0.519,8,22,0.364,15,20,0.75,7,36,43,28,5,9,16,19,1540
4,5,33,83,0.398,7,27,0.259,23,32,0.719,9,39,48,21,5,2,11,12,1544
4,6,45,88,0.511,10,26,0.385,8,12,0.667,11,34,45,29,9,0,17,20,1547
4,7,38,83,0.458,8,24,0.333,17,25,0.68,11,37,48,25,5,4,10,20,1549
4,8,37,74,0.5,11,24,0.458,33,43,0.767,11,24,35,24,9,6,16,21,1551
4,9,33,78,0.423,6,28,0.214,18,31,0.581,12,37,49,12,6,1,12,19,1560
4,10,37,91,0.407,14,38,0.368,17,27,0.63,14,40,54,21,6,8,20,24,1555
4,11,38,80,0.475,11,33,0.333,12,20,0.6,3,37,40,21,8,2,14,25,1549
4,12,40,71,0.563,11,24,0.458,24,30,0.8,13,30,43,29,3,2,17,24,1552
4,13,41,85,0.482,11,29,0.379,16,19,0.842,11,40,51,27,4,8,14,22,1559
4,14,43,81,0.531,18,35,0.514,13,22,0.591,8,33,41,34,5,3,10,15,1562
4,15,36,82,0.439,14,29,0.483,13,16,0.813,9,33,42,22,4,2,10,20,1558
4,16,34,81,0.42,8,25,0.32,19,25,0.76,12,38,50,17,3,2,16,22,1569
4,17,35,87,0.402,9,27,0.333,11,17,0.647,12,37,49,20,9,11,19,19,1569
4,18,28,83,0.337,9,30,0.3,20,23,0.87,10,37,47,15,8,3,18,18,1546
4,19,39,89,0.438,10,33,0.303,20,24,0.833,12,31,43,18,8,1,14,26,1533
4,20,31,85,0.365,6,28,0.214,16,24,0.667,11,25,36,14,8,1,14,26,1529
4,21,40,79,0.506,9,21,0.429,16,20,0.8,6,24,30,18,10,4,8,18,1530
4,22,41,72,0.569,11,21,0.524,18,27,0.667,9,36,45,28,12,0,18,19,1561
4,23,36,78,0.462,8,23,0.348,9,10,0.9,6,40,46,17,5,7,14,17,1579
4,24,41,88,0.466,12,29,0.414,10,13,0.769,16,26,42,29,6,1,16,22,1583
4,25,40,85,0.471,11,25,0.44,17,21,0.81,6,34,40,25,11,6,10,19,1584
4,26,32,83,0.386,5,22,0.227,22,25,0.88,14,34,48,23,6,4,7,15,1586
4,27,30,95,0.316,5,30,0.167,18,25,0.72,17,38,55,12,6,4,11,22,1584
